,player_id,name,club,league,height_cm,weight_kg,position,foot,country,age,PD_Info,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Goals/Shot on target
198,7f609bfc,Stefan Posch,Hoffenheim,Bundesliga,187,83,Center Back,Right,Austria,24.61,Stefan Posch - 24.61 - Hoffenheim,0.04,0.0,0.04,0.0,0.0,0.26,0.0,0.03,0.03,0.03,0.06,0.37,0.11,30.0,0.1,17.7,0.04,0.08,0.01,0.01,49.13,59.98,81.9,1064.54,349.2,13.34,15.01,88.8,26.97,29.58,91.2,8.38,13.89,60.3,0.3,3.99,0.41,0.11,4.28,57.03,2.94,2.16,0.04,7.82,1.9,0.22,0.0,0.0,0.0,0.0,42.76,4.28,12.93,7.75,47.24,2.76,0.71,0.15,0.15,1.6,0.89,1.56,0.71,0.67,0.0,0.0,0.0,0.0,0.04,0.07,0.07,0.0,0.0,0.0,0.0,0.0,2.76,1.49,1.56,1.12,0.07,1.12,2.01,55.6,0.89,11.73,4.32,36.8,6.22,4.73,0.78,2.42,0.86,0.0,1.45,4.21,3.87,0.07,70.67,10.77,38.18,34.01,4.02,0.71,67.84,0.15,0.3,50.0,0.15,0.0,44.4,285.83,155.97,3.5,0.56,0.04,0.22,0.3,48.54,47.16,97.2,0.19,0.0,1.42,0.52,0.04,0.0,0.0,0.0,9.54,2.5,2.2,53.2,0.33
199,0a3d6d2b,Chris Richards,Hoffenheim,Bundesliga,188,81,Center Back,Right,United States,21.74,Chris Richards - 21.74 - Hoffenheim,0.05,0.09,0.05,0.0,0.0,0.05,0.0,0.05,0.05,0.02,0.07,0.5,0.14,27.3,0.09,8.0,0.0,0.11,-0.01,-0.01,56.88,64.92,87.6,1180.13,372.18,18.49,19.94,92.7,29.3,31.98,91.6,8.63,11.81,73.1,0.27,3.95,0.41,0.0,3.91,63.29,1.64,1.27,0.05,8.72,1.09,0.0,0.0,0.0,0.0,0.0,50.97,4.86,9.09,20.04,38.8,3.59,0.27,0.23,0.0,0.95,1.0,1.45,0.86,0.77,0.0,0.0,0.05,0.0,0.05,0.27,0.23,0.0,0.0,0.05,0.0,0.0,2.14,1.23,1.23,0.86,0.05,0.59,1.09,54.2,0.5,11.63,5.18,44.5,5.95,5.0,0.68,2.18,0.73,0.0,2.14,4.27,5.82,0.09,77.73,10.49,39.71,38.48,4.18,0.77,76.23,0.18,0.27,66.7,0.18,0.0,48.98,308.03,127.12,2.77,0.55,0.0,0.23,0.32,53.06,51.52,97.1,0.27,0.0,0.77,0.32,0.05,0.0,0.0,0.0,11.13,3.68,2.27,61.8,0.33
200,f6bdc830,Keven Schlotterbeck,Freiburg,Bundesliga,189,84,Center Back,Left,Germany,24.65,Keven Schlotterbeck - 24.65 - Freiburg,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.03,0.03,0.01,0.04,0.42,0.07,16.7,0.0,13.6,0.0,0.06,-0.03,-0.03,36.21,44.33,81.7,856.93,273.99,7.63,8.61,88.6,19.89,22.27,89.3,8.61,12.89,66.8,0.14,2.17,0.14,0.0,2.17,43.0,1.33,1.33,0.0,4.62,1.26,0.0,0.0,0.0,0.0,0.0,31.59,4.34,8.4,28.86,10.72,2.73,0.0,0.28,0.07,1.4,0.35,0.84,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.91,1.19,0.91,0.0,0.56,1.4,40.0,0.84,10.3,3.78,36.7,6.09,3.64,0.56,2.03,1.19,0.0,1.68,3.78,6.3,0.07,56.38,8.75,35.93,23.95,1.82,0.7,55.12,0.14,0.21,66.7,0.14,0.0,32.71,177.83,108.49,1.19,0.07,0.0,0.42,0.07,33.83,32.78,96.9,0.42,0.0,1.47,0.98,0.0,0.0,0.0,0.07,9.18,3.29,1.68,66.2,0.0
201,34e12499,Nico Schlotterbeck,Freiburg,Bundesliga,191,85,Center Back,Left,Germany,22.07,Nico Schlotterbeck - 22.07 - Freiburg,0.07,0.0,0.07,0.0,0.0,0.21,0.04,0.11,0.11,0.04,0.14,1.44,0.53,36.6,0.05,12.1,0.0,0.07,-0.04,-0.04,42.97,52.4,82.0,948.79,325.98,12.91,14.03,92.0,21.5,23.43,91.8,8.28,13.78,60.1,0.32,4.14,0.25,0.04,4.07,50.82,1.58,1.3,0.04,8.66,1.79,0.39,0.04,0.0,0.04,0.0,36.23,5.02,11.15,40.86,6.94,2.6,0.25,0.14,0.14,1.12,0.98,1.02,1.51,1.05,0.0,0.04,0.21,0.14,0.07,0.04,0.0,0.0,0.0,0.04,0.0,0.0,2.42,1.54,1.09,1.02,0.32,0.95,1.65,57.4,0.7,10.56,3.82,36.2,5.19,4.59,0.77,1.82,0.81,0.0,2.6,5.02,5.4,0.07,66.57,7.47,32.16,34.23,5.44,1.82,65.34,0.7,1.05,66.7,0.74,0.07,41.07,235.38,151.03,4.63,0.98,0.0,0.6,0.49,43.11,41.67,96.7,0.53,0.04,1.44,1.82,0.0,0.0,0.04,0.04,9.68,3.54,1.72,67.3,0.13
202,fcb27134,Mohamed Simakan,RB Leipzig,Bundesliga,187,82,Center Back,Right,,21.64,Mohamed Simakan - 21.64 - RB Leipzig,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.03,0.03,0.02,0.06,0.49,0.06,12.5,0.0,11.1,0.0,0.07,-0.03,-0.03,49.75,56.1,88.7,1006.58,292.93,15.72,17.26,91.1,25.27,26.63,94.9,7.89,10.79,73.1,0.31,2.9,0.43,0.18,2.47,54.0,2.1,2.1,0.0,6.53,0.74,0.31,0.0,0.0,0.0,0.0,44.01,4.81,7.27,5.67,46.23,2.28,0.0,0.49,0.25,0.62,0.8,1.11,0.8,0.68,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.0,1.66,0.92,1.17,0.37,0.12,0.62,1.17,52.6,0.55,12.64,4.93,39.0,7.4,3.95,1.29,1.79,0.68,0.0,2.47,4.13,3.95,0.06,67.56,6.78,33.04,33.66,4.62,1.29,65.96,0.55,0.74,75.0,0.55,0.0,44.38,262.97,121.87,3.51,1.05,0.06,0.37,0.55,44.2,43.34,98.0,0.06,0.0,1.54,1.66,0.0,0.0,0.06,0.0,11.03,2.71,1.17,69.8,0.0
203,90339309,Jerry St. Juste,Mainz 05,Bundesliga,182,68,Center Back,Right,Netherlands,25.19,Jerry St. Juste - 25.19 - Mainz 05,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.07,0.07,0.01,0.08,0.76,0.21,27.8,0.0,17.4,0.17,0.09,-0.07,-0.07,29.61,37.75,78.4,666.4,242.5,7.55,9.15,82.5,15.18,16.62,91.4,6.41,10.71,59.8,0.17,2.11,0.59,0.13,2.78,35.13,2.61,2.19,0.0,4.18,1.31,0.17,0.04,0.04,0.0,0.0,25.09,4.22,8.43,2.91,31.21,2.11,0.38,0.0,0.08,0.17,0.84,0.93,0.8,0.46,0.08,0.08,0.04,0.04,0.08,0.13,0.08,0.04,0.0,0.0,0.0,0.0,2.15,1.43,1.27,0.72,0.17,0.63,1.1,57.7,0.46,12.36,4.64,37.5,6.62,4.93,0.8,1.6,0.67,0.04,2.36,4.51,4.89,0.0,49.55,6.41,27.03,22.02,3.88,0.89,47.02,0.67,0.89,76.2,0.67,0.0,26.87,185.23,94.93,1.77,0.51,0.08,0.34,0.3,27.29,25.77,94.4,0.17,0.0,1.18,0.59,0.0,0.0,0.0,0.0,8.9,2.74,2.32,54.2,0.0
204,aad48be9,Niklas Stark,Hertha BSC,Bundesliga,189,74,Center Back,Right,Germany,26.69,Niklas Stark - 26.69 - Hertha BSC,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.02,0.02,0.01,0.03,0.3,0.0,0.0,0.0,12.0,0.0,0.06,-0.02,-0.02,44.01,51.18,86.0,1047.47,317.46,8.24,9.38,87.9,24.73,26.86,92.1,10.91,14.39,75.8,0.09,2.22,0.24,0.0,2.88,49.38,1.8,1.5,0.03,5.88,1.47,0.03,0.0,0.0,0.0,0.0,38.94,3.87,8.36,2.58,44.34,2.67,0.27,0.06,0.06,0.66,0.84,0.99,0.33,0.18,0.03,0.0,0.06,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.03,1.77,1.05,1.14,0.57,0.06,0.42,0.87,48.3,0.45,9.05,3.18,35.1,5.79,2.88,0.39,1.65,0.66,0.0,1.62,3.39,6.48,0.03,62.96,8.93,39.69,26.05,1.59,0.54,61.25,0.18,0.18,100.0,0.18,0.0,37.74,240.05,122.32,2.46,0.33,0.0,0.18,0.18,40.86,39.96,97.8,0.06,0.0,0.69,0.96,0.09,0.0,0.06,0.0,8.87,3.06,1.56,66.2,
205,99f7e9aa,Pascal Stenzel,Stuttgart,Bundesliga,183,72,Center Back,Right,Germany,25.76,Pascal Stenzel - 25.76 - Stuttgart,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.02,0.02,0.01,0.04,0.73,0.12,16.7,0.0,22.5,0.0,0.03,-0.02,-0.02,68.8,80.67,85.3,1422.8,499.3,23.14,26.04,88.8,33.92,36.94,91.8,11.39,16.11,70.7,0.61,4.85,0.0,0.0,4.48,70.5,10.18,2.42,0.0,5.45,2.3,0.97,0.12,0.0,0.12,0.0,56.81,11.99,11.87,5.45,64.56,2.42,7.63,0.12,0.12,1.09,1.33,1.94,0.97,0.73,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.0,2.3,1.45,1.57,0.61,0.12,1.82,4.24,42.9,2.42,14.17,4.85,34.2,7.87,4.85,1.45,2.06,0.12,0.0,2.06,4.36,2.91,0.12,90.48,5.33,39.37,46.03,10.42,0.97,80.79,0.97,1.33,72.7,1.09,0.0,53.54,244.2,140.27,4.12,0.73,0.0,0.73,0.12,59.35,57.78,97.3,0.61,0.0,1.45,0.61,0.0,0.0,0.12,0.0,12.36,0.61,1.21,33.3,0.0
206,e33c06cf,Niklas Süle,Bayern Munich,Bundesliga,195,93,Center Back,Right,Germany,26.31,Niklas Süle - 26.31 - Bayern Munich,0.04,0.04,0.04,0.0,0.0,0.11,0.0,0.07,0.07,0.04,0.11,1.16,0.3,25.8,0.03,18.9,0.0,0.06,-0.03,-0.03,69.08,75.09,92.0,1370.47,455.72,24.21,25.59,94.6,34.41,36.54,94.2,9.71,11.58,83.9,0.45,5.04,0.75,0.22,4.93,71.21,3.89,1.12,0.0,8.0,1.87,0.64,0.04,0.0,0.0,0.0,59.78,7.36,7.96,12.93,55.63,2.65,2.69,0.11,0.07,0.75,0.97,0.75,1.61,1.27,0.0,0.11,0.19,0.04,0.0,0.22,0.19,0.0,0.0,0.04,0.0,0.0,1.42,0.75,0.71,0.56,0.15,0.49,0.86,56.5,0.37,8.7,3.25,37.3,3.77,3.7,1.23,1.2,0.45,0.0,1.42,2.84,2.62,0.04,83.87,7.06,35.34,43.6,11.96,1.57,80.02,0.75,1.08,69.0,0.82,0.0,56.6,322.15,185.83,4.78,2.02,0.15,0.19,0.45,64.15,62.5,97.4,0.93,0.0,0.6,0.37,0.0,0.0,0.0,0.0,9.53,1.83,1.31,58.3,0.13
207,bd142efb,Jonathan Tah,Leverkusen,Bundesliga,193,98,Center Back,Right,Germany,25.87,Jonathan Tah - 25.87 - Leverkusen,0.0,0.07,0.0,0.0,0.0,0.09,0.0,0.03,0.03,0.01,0.04,0.52,0.07,13.6,0.0,10.0,0.0,0.06,-0.03,-0.03,59.86,66.8,89.6,1310.59,355.25,14.87,16.16,92.0,33.79,36.12,93.6,10.85,13.81,78.5,0.16,3.65,0.16,0.05,3.51,64.31,2.49,1.22,0.07,6.33,1.29,0.14,0.0,0.0,0.0,0.0,53.81,5.51,7.48,11.22,50.47,2.78,0.92,0.07,0.05,0.66,0.89,1.04,0.52,0.38,0.0,0.0,0.09,0.0,0.05,0.07,0.02,0.0,0.0,0.05,0.0,0.0,1.13,0.52,0.75,0.35,0.02,0.42,0.92,46.2,0.49,7.98,2.68,33.6,4.68,2.85,0.45,1.79,0.75,0.02,2.07,3.2,5.46,0.05,78.66,9.06,39.41,41.2,3.46,0.94,76.21,0.4,0.52,77.3,0.4,0.0,52.24,288.09,145.06,2.85,0.4,0.02,0.33,0.54,54.8,53.58,97.8,0.16,0.0,0.82,0.45,0.05,0.0,0.0,0.0,10.78,3.34,1.36,71.0,0.0
208,a73c8f95,Edmond Tapsoba,Leverkusen,Bundesliga,190,80,Center Back,Right,Burkina Faso,22.89,Edmond Tapsoba - 22.89 - Leverkusen,0.06,0.0,0.06,0.0,0.0,0.22,0.0,0.03,0.03,0.01,0.04,0.54,0.16,29.4,0.12,13.6,0.0,0.06,0.03,0.03,73.36,81.19,90.4,1690.02,489.11,16.54,17.49,94.6,39.71,42.14,94.2,16.6,20.52,80.9,0.13,4.1,0.22,0.0,4.29,78.54,2.65,1.7,0.06,7.61,3.19,0.13,0.0,0.0,0.0,0.0,66.83,6.35,8.02,11.11,67.3,1.61,0.25,0.03,0.13,0.69,1.14,1.2,0.82,0.79,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,1.2,1.61,0.57,0.06,0.92,1.8,50.9,0.88,12.41,4.42,35.6,7.23,4.36,0.82,2.24,1.04,0.03,2.08,4.32,4.61,0.06,92.94,10.89,48.08,48.39,4.36,0.85,90.35,0.51,0.66,76.2,0.51,0.0,67.02,388.47,217.66,4.64,1.1,0.03,0.38,0.41,68.0,66.8,98.2,0.38,0.0,1.26,0.35,0.16,0.0,0.03,0.03,11.08,2.21,1.42,60.9,0.4
209,f86cabbd,Jordan Torunarigha,Hertha BSC,Bundesliga,189,77,Center Back,Left,Germany,24.38,Jordan Torunarigha - 24.38 - Hertha BSC,0.0,0.12,0.0,0.0,0.0,0.49,0.0,0.02,0.02,0.04,0.06,0.49,0.12,25.0,0.0,16.0,0.0,0.05,-0.02,-0.02,34.3,41.56,82.5,788.98,277.38,6.15,7.01,87.7,21.64,23.85,90.7,6.02,8.85,68.1,0.49,1.97,0.0,0.0,2.21,37.87,3.69,0.98,0.0,4.55,0.86,0.25,0.0,0.0,0.0,0.0,29.75,5.04,6.76,26.8,9.47,1.84,2.7,0.25,0.25,0.74,0.49,1.11,0.98,0.74,0.0,0.12,0.12,0.0,0.0,0.25,0.12,0.0,0.0,0.12,0.0,0.0,1.35,0.86,0.86,0.37,0.12,0.61,0.86,71.4,0.25,9.96,3.32,33.3,6.15,2.7,1.11,1.35,0.25,0.0,2.46,3.81,6.64,0.12,54.34,8.24,33.32,20.04,4.06,0.61,50.66,0.37,0.61,60.0,0.49,0.0,30.12,165.37,80.66,1.72,0.37,0.12,0.25,0.74,32.58,31.11,95.5,0.61,0.0,1.6,0.98,0.12,0.0,0.0,0.0,6.76,1.97,0.98,66.7,0.0
210,35d64857,Tuta,Eint Frankfurt,Bundesliga,184,79,Center Back,Right,,22.47,Tuta - 22.47 - Eint Frankfurt,0.08,0.0,0.08,0.0,0.0,0.34,0.04,0.03,0.03,0.01,0.05,0.27,0.11,42.9,0.29,13.3,0.0,0.12,0.04,0.04,48.71,58.31,83.5,1018.18,339.85,14.17,16.26,87.1,26.01,28.57,91.1,7.92,12.34,64.2,0.23,3.01,0.15,0.0,3.81,55.72,2.59,1.07,0.0,7.5,0.95,0.11,0.0,0.0,0.0,0.0,43.76,4.72,9.83,5.41,47.69,2.29,1.52,0.11,0.11,1.18,1.33,1.75,0.65,0.46,0.08,0.0,0.0,0.08,0.04,0.15,0.04,0.04,0.0,0.0,0.04,0.04,1.94,0.99,1.18,0.72,0.04,0.76,1.9,40.0,1.14,14.59,4.8,32.9,7.08,6.28,1.22,2.25,0.5,0.04,2.55,4.49,3.92,0.0,70.31,7.92,34.51,35.92,4.8,0.5,67.99,0.46,0.57,80.0,0.5,0.0,46.05,235.95,130.14,3.58,1.18,0.11,0.76,0.84,44.68,43.8,98.0,0.19,0.04,1.83,0.76,0.0,0.0,0.08,0.04,12.0,2.51,1.75,58.9,0.67
211,d248cd8f,Dayot Upamecano,Bayern Munich,Bundesliga,188,79,Center Back,Right,France,23.16,Dayot Upamecano - 23.16 - Bayern Munich,0.03,0.11,0.03,0.0,0.0,0.22,0.0,0.03,0.03,0.05,0.08,0.28,0.08,30.0,0.1,11.0,0.0,0.11,0.0,0.0,74.94,83.92,89.3,1693.77,520.95,17.49,19.3,90.6,42.28,45.18,93.6,14.78,18.49,79.9,0.31,6.69,0.17,0.0,5.22,82.33,1.59,1.42,0.08,10.21,2.01,0.17,0.0,0.0,0.0,0.0,65.96,6.83,11.13,9.2,70.28,2.26,0.14,0.17,0.17,0.92,1.81,1.03,0.95,0.89,0.0,0.0,0.03,0.0,0.03,0.08,0.08,0.0,0.0,0.0,0.0,0.0,2.29,1.31,1.48,0.78,0.03,0.61,1.26,48.9,0.64,13.81,5.27,38.2,6.89,6.28,0.64,1.45,0.42,0.0,2.29,4.57,3.74,0.08,94.1,9.51,43.17,53.58,3.93,1.0,92.59,0.53,0.64,82.6,0.53,0.03,69.0,408.11,210.43,5.27,0.92,0.08,0.39,0.42,69.22,67.94,98.1,0.25,0.0,1.42,0.7,0.03,0.0,0.03,0.0,13.0,3.63,2.06,63.7,0.33
212,e38f1636,Nick Viergever,Greuther Fürth,Bundesliga,182,72,Center Back,Left,Netherlands,32.39,Nick Viergever - 32.39 - Greuther Fürth,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,30.91,39.74,77.8,712.6,255.32,6.75,7.79,86.7,17.53,19.87,88.2,6.23,11.56,53.9,0.0,1.82,0.0,0.0,1.69,36.75,2.99,2.86,0.0,4.29,0.65,0.0,0.0,0.0,0.0,0.0,24.68,3.38,11.69,32.86,3.12,2.99,0.13,0.26,0.13,0.78,0.26,0.78,0.52,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1.04,1.3,0.26,0.0,0.65,1.04,62.5,0.39,9.48,3.77,39.7,5.71,3.51,0.26,2.08,1.3,0.0,1.04,2.6,5.45,0.0,50.13,6.75,28.96,23.9,0.91,0.13,47.14,0.0,0.0,,0.0,0.0,24.81,150.13,74.16,1.3,0.52,0.0,0.13,0.13,26.62,25.97,97.6,0.0,0.0,0.52,0.39,0.0,0.0,0.0,0.0,9.22,1.3,1.56,45.5,
213,1d8e9add,Kevin Vogt,Hoffenheim,Bundesliga,194,85,Center Back,Right,Germany,30.26,Kevin Vogt - 30.26 - Hoffenheim,0.0,0.08,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.03,0.03,0.08,0.0,0.0,0.0,31.1,0.0,0.01,0.0,0.0,68.7,77.8,88.3,1642.96,571.79,15.46,16.45,94.0,35.51,37.71,94.2,17.39,22.85,76.1,0.42,5.76,0.95,0.08,5.84,74.92,2.88,2.43,0.04,8.03,3.52,0.23,0.0,0.0,0.0,0.0,57.45,6.14,14.21,4.43,68.82,3.45,0.3,0.0,0.08,1.1,1.4,0.72,1.25,1.17,0.0,0.0,0.0,0.04,0.04,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.14,0.76,0.76,0.38,0.0,0.45,0.91,50.0,0.45,9.25,3.98,43.0,4.43,4.32,0.49,1.02,0.3,0.0,0.99,2.12,4.24,0.04,85.34,10.08,44.22,44.15,3.3,0.08,82.57,0.11,0.19,60.0,0.15,0.04,58.47,323.36,191.22,3.94,0.8,0.0,0.11,0.08,62.83,61.62,98.1,0.19,0.0,1.14,0.83,0.04,0.0,0.04,0.0,12.32,1.48,1.1,57.4,
214,a4effc55,Dan Axel Zagadou,Dortmund,Bundesliga,196,90,Center Back,Left,France,22.56,Dan Axel Zagadou - 22.56 - Dortmund,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.07,0.07,0.0,0.07,0.74,0.19,25.0,0.0,7.1,0.0,0.09,-0.07,-0.07,81.45,88.7,91.8,1770.62,617.73,21.76,22.87,95.1,44.81,46.49,96.4,14.69,18.78,78.2,0.0,4.65,0.0,0.0,4.46,86.28,2.42,1.86,0.0,8.55,2.42,0.19,0.0,0.0,0.0,0.0,75.68,4.46,8.55,73.08,11.34,2.05,0.0,0.19,0.19,0.37,0.37,0.37,0.93,0.74,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.56,0.74,0.19,0.19,0.37,0.37,100.0,0.0,10.04,4.28,42.6,6.14,2.98,0.93,1.3,0.93,0.0,2.98,4.09,4.28,0.0,98.55,10.6,49.83,51.88,3.35,1.12,96.14,0.74,0.93,80.0,0.74,0.0,74.19,415.79,223.88,4.65,0.56,0.0,0.19,0.56,75.12,73.82,98.3,0.19,0.0,0.93,0.56,0.0,0.0,0.19,0.0,11.16,3.53,1.3,73.1,0.0
215,b96b595c,Francesco Acerbi,Lazio,Serie A,192,88,Center Back,Left,Italy,33.87,Francesco Acerbi - 33.87 - Lazio,0.07,0.0,0.07,0.0,0.0,0.22,0.04,0.05,0.05,0.04,0.1,0.37,0.11,29.4,0.18,12.2,0.0,0.15,0.01,0.01,62.31,68.97,90.3,1339.6,394.16,19.37,20.75,93.4,30.14,31.86,94.6,11.84,14.94,79.2,0.31,4.13,0.46,0.11,3.36,65.74,3.23,2.05,0.07,5.09,2.56,0.39,0.0,0.0,0.0,0.0,50.17,6.44,12.36,52.44,11.68,3.01,0.39,0.11,0.11,0.74,0.66,0.7,0.94,0.76,0.04,0.0,0.07,0.02,0.04,0.09,0.07,0.0,0.0,0.0,0.02,0.0,1.27,0.83,0.87,0.33,0.07,0.28,0.87,32.5,0.59,8.3,2.99,36.1,4.59,3.08,0.63,1.51,0.81,0.0,1.79,3.06,4.43,0.02,78.56,11.31,41.6,39.66,4.0,0.7,75.52,0.17,0.17,100.0,0.17,0.0,49.86,320.93,181.64,3.73,0.92,0.04,0.31,0.2,55.78,54.47,97.7,0.48,0.02,1.03,0.7,0.09,0.02,0.02,0.02,10.77,2.56,1.07,70.5,0.6
216,10b9fa99,Ethan Ampadu,Venezia,Serie A,175,70,Center Back,Right,Wales,21.28,Ethan Ampadu - 21.28 - Venezia,0.0,0.08,0.0,0.0,0.0,0.41,0.04,0.01,0.01,0.07,0.08,0.21,0.12,60.0,0.0,10.5,0.0,0.06,-0.01,-0.01,39.95,48.9,81.7,811.44,263.68,13.62,15.59,87.4,19.44,22.15,87.8,6.44,9.76,66.0,0.7,3.16,0.53,0.12,3.9,44.79,4.1,1.27,0.08,5.7,1.89,0.62,0.08,0.08,0.0,0.0,33.8,5.5,9.6,8.04,34.25,2.26,2.75,0.29,0.12,1.11,0.9,1.35,1.11,1.07,0.04,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,2.63,1.44,1.39,1.03,0.21,0.74,1.89,39.1,1.15,15.18,3.98,26.2,7.59,6.32,1.27,2.01,0.66,0.0,1.89,4.51,4.76,0.08,60.96,6.11,25.43,30.64,9.19,0.41,57.14,0.29,0.53,53.8,0.33,0.0,34.01,208.88,120.07,4.1,1.44,0.08,0.45,0.62,36.88,35.28,95.7,0.37,0.0,1.97,1.19,0.0,0.0,0.04,0.04,9.56,2.63,1.19,68.8,0.0
217,2200181e,Kaan Ayhan,Sassuolo,Serie A,184,84,Center Back,Right,Turkey,27.13,Kaan Ayhan - 27.13 - Sassuolo,0.0,0.0,0.0,0.0,0.0,0.21,0.1,0.03,0.03,0.0,0.03,0.41,0.0,0.0,0.0,22.5,0.31,0.07,-0.03,-0.03,55.73,63.17,88.2,1129.85,368.98,20.85,22.4,93.1,25.8,28.38,90.9,8.77,11.56,75.9,0.0,5.37,0.0,0.0,4.75,59.76,3.41,2.48,0.0,5.78,1.55,0.1,0.0,0.0,0.0,0.0,50.88,3.92,8.36,4.03,54.29,1.96,0.83,0.21,0.21,0.93,1.14,0.52,0.62,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,1.14,1.14,0.52,0.21,0.52,1.14,45.5,0.62,8.67,3.2,36.9,4.75,3.61,0.31,1.24,0.72,0.1,1.14,2.99,4.44,0.0,71.53,7.74,30.03,42.11,4.44,0.41,68.02,0.21,0.21,100.0,0.21,0.0,49.33,292.91,209.31,6.3,0.72,0.1,0.21,0.0,51.92,50.88,98.0,0.1,0.0,1.03,0.52,0.0,0.0,0.0,0.0,7.64,2.68,2.79,49.1,
